,用户,时间,数量,金额,月份
53120,17585,1998-01-05,1,12.49,1998-01-01
53121,17585,1998-01-29,2,11.98,1998-01-01
53122,17585,1998-03-07,3,31.45,1998-03-01
53123,17585,1998-05-06,1,15.49,1998-05-01
53124,17585,1998-05-07,1,12.49,1998-05-01
53125,17585,1998-05-07,1,12.49,1998-05-01
53126,17585,1998-05-23,3,47.97,1998-05-01
53127,17586,1997-03-03,1,14.37,1997-03-01
53128,17587,1997-03-04,4,23.16,1997-03-01
53129,17588,1997-03-03,2,23.74,1997-03-01
53130,17589,1997-03-03,1,15.99,1997-03-01
53131,17589,1997-04-02,2,24.74,1997-04-01
53132,17589,1997-05-13,2,28.33,1997-05-01
53133,17590,1997-03-03,3,48.85,1997-03-01
53134,17591,1997-03-03,1,15.96,1997-03-01
53135,17591,1997-08-24,3,44.88,1997-08-01
53136,17591,1997-10-21,1,11.49,1997-10-01
53137,17591,1997-10-30,1,17.99,1997-10-01
53138,17591,1998-04-03,2,32.1,1998-04-01
53139,17591,1998-05-23,1,11.88,1998-05-01
53140,17592,1997-03-03,1,16.96,1997-03-01
53141,17593,1997-03-03,1,23.99,1997-03-01
53142,17594,1997-03-03,2,25.94,1997-03-01
53143,17595,1997-03-06,1,15.96,1997-03-01
53144,17596,1997-03-03,4,53.86,1997-03-01
53145,17597,1997-03-03,1,3.99,1997-03-01
53146,17598,1997-03-03,1,15.36,1997-03-01
53147,17599,1997-03-03,2,31.98,1997-03-01
53148,17600,1997-03-03,1,14.99,1997-03-01
53149,17601,1997-03-03,8,112.76,1997-03-01
53150,17602,1997-03-03,2,24.98,1997-03-01
53151,17603,1997-03-03,2,21.94,1997-03-01
53152,17603,1997-03-06,2,20.75,1997-03-01
53153,17603,1997-04-06,1,26.99,1997-04-01
53154,17603,1997-05-04,1,13.97,1997-05-01
53155,17603,1997-06-20,1,35.28,1997-06-01
53156,17603,1997-11-15,1,12.99,1997-11-01
53157,17603,1997-11-15,1,12.99,1997-11-01
53158,17603,1998-01-06,1,6.49,1998-01-01
53159,17603,1998-01-08,1,12.49,1998-01-01
53160,17604,1997-03-03,3,42.1,1997-03-01
53161,17604,1997-03-26,1,14.96,1997-03-01
53162,17604,1997-03-26,2,30.32,1997-03-01
53163,17605,1997-03-03,1,6.78,1997-03-01
53164,17606,1997-03-03,3,56.09,1997-03-01
53165,17606,1997-08-11,2,21.14,1997-08-01
53166,17606,1997-09-09,5,46.95,1997-09-01
53167,17606,1997-09-23,6,83.44,1997-09-01
53168,17606,1997-09-24,2,27.98,1997-09-01
53169,17606,1997-11-13,4,49.96,1997-11-01
53170,17606,1998-02-15,10,144.9,1998-02-01
53171,17606,1998-03-02,3,37.47,1998-03-01
53172,17606,1998-06-18,10,143.9,1998-06-01
53173,17607,1997-03-03,1,38.77,1997-03-01
53174,17608,1997-03-03,1,5.78,1997-03-01
53175,17609,1997-03-03,6,82.61,1997-03-01
53176,17609,1997-04-29,4,58.26,1997-04-01
53177,17609,1997-10-06,3,38.97,1997-10-01
53178,17610,1997-03-03,1,11.77,1997-03-01
53179,17611,1997-03-03,1,11.77,1997-03-01
53180,17612,1997-03-03,1,11.77,1997-03-01
53181,17612,1997-09-20,2,18.98,1997-09-01
53182,17613,1997-03-03,2,29.33,1997-03-01
53183,17613,1997-06-09,4,76.85,1997-06-01
53184,17614,1997-03-03,1,6.79,1997-03-01
53185,17615,1997-03-03,1,15.96,1997-03-01
53186,17615,1997-10-01,2,25.98,1997-10-01
53187,17616,1997-03-03,1,12.49,1997-03-01
53188,17617,1997-03-03,3,43.53,1997-03-01
53189,17617,1997-09-19,6,86.44,1997-09-01
53190,17618,1997-03-03,1,11.77,1997-03-01
53191,17618,1997-03-10,1,15.96,1997-03-01
53192,17619,1997-03-03,2,28.13,1997-03-01
53193,17620,1997-03-03,1,14.96,1997-03-01
53194,17620,1997-05-15,2,29.58,1997-05-01
53195,17620,1998-03-30,2,22.98,1998-03-01
53196,17621,1997-03-03,1,13.97,1997-03-01
53197,17622,1997-03-03,2,22.54,1997-03-01
53198,17622,1997-03-09,2,20.74,1997-03-01
53199,17622,1997-06-15,1,10.77,1997-06-01
53200,17622,1997-07-03,3,25.32,1997-07-01
53201,17622,1997-09-20,1,9.49,1997-09-01
53202,17622,1997-09-29,1,3.49,1997-09-01
53203,17622,1997-12-07,2,14.98,1997-12-01
53204,17623,1997-03-04,4,95.51,1997-03-01
53205,17624,1997-03-03,1,13.97,1997-03-01
53206,17625,1997-03-08,1,19.99,1997-03-01
53207,17625,1998-03-25,1,13.99,1998-03-01
53208,17625,1998-04-02,1,15.49,1998-04-01
53209,17626,1997-03-03,1,29.99,1997-03-01
53210,17627,1997-03-03,1,13.97,1997-03-01
53211,17627,1997-05-26,1,14.96,1997-05-01
53212,17627,1997-11-20,2,27.48,1997-11-01
53213,17627,1997-12-25,1,12.99,1997-12-01
53214,17627,1998-04-29,2,23.76,1998-04-01
53215,17627,1998-06-16,3,32.97,1998-06-01
53216,17628,1997-03-03,1,14.37,1997-03-01
53217,17629,1997-03-03,1,46.0,1997-03-01
53218,17630,1997-03-03,1,9.77,1997-03-01
53219,17631,1997-03-03,1,11.77,1997-03-01
53220,17631,1997-05-18,1,11.77,1997-05-01
53221,17632,1997-03-03,3,44.88,1997-03-01
53222,17632,1997-03-30,3,44.88,1997-03-01
53223,17633,1997-03-03,1,24.37,1997-03-01
53224,17634,1997-03-03,2,30.53,1997-03-01
53225,17634,1997-07-30,3,50.48,1997-07-01
53226,17634,1997-09-22,3,40.97,1997-09-01
53227,17635,1997-03-03,3,40.7,1997-03-01
53228,17635,1997-05-09,2,31.32,1997-05-01
53229,17635,1997-09-10,5,62.95,1997-09-01
53230,17635,1997-09-28,4,46.46,1997-09-01
53231,17635,1998-01-10,2,28.98,1998-01-01
53232,17636,1997-03-04,1,31.99,1997-03-01
53233,17637,1997-03-04,1,14.37,1997-03-01
53234,17638,1997-03-04,1,8.77,1997-03-01
53235,17639,1997-03-04,3,48.11,1997-03-01
53236,17639,1997-03-07,1,17.99,1997-03-01
53237,17639,1997-03-11,1,21.99,1997-03-01
53238,17639,1997-03-17,3,59.97,1997-03-01
53239,17639,1997-04-21,2,39.73,1997-04-01
53240,17639,1997-05-09,1,12.25,1997-05-01
53241,17639,1997-05-30,1,21.0,1997-05-01
53242,17640,1997-03-04,1,20.3,1997-03-01
53243,17640,1997-04-24,3,19.35,1997-04-01
53244,17641,1997-03-04,1,19.99,1997-03-01
53245,17642,1997-03-04,1,26.99,1997-03-01
53246,17642,1997-07-24,6,79.01,1997-07-01
53247,17642,1997-08-21,2,25.74,1997-08-01
53248,17642,1997-12-29,3,39.97,1997-12-01
53249,17642,1998-03-31,2,23.76,1998-03-01
53250,17642,1998-04-03,1,14.49,1998-04-01
53251,17643,1997-03-04,2,35.93,1997-03-01
53252,17644,1997-03-04,4,61.87,1997-03-01
53253,17645,1997-03-06,10,111.88,1997-03-01
53254,17645,1997-04-03,9,114.54,1997-04-01
53255,17646,1997-03-04,10,126.3,1997-03-01
53256,17646,1997-03-15,5,70.65,1997-03-01
53257,17646,1997-05-18,8,144.08,1997-05-01
53258,17647,1997-03-04,1,47.97,1997-03-01
53259,17647,1998-03-28,1,41.49,1998-03-01
53260,17648,1997-03-04,1,14.37,1997-03-01
53261,17649,1997-03-04,1,13.97,1997-03-01
53262,17650,1997-03-04,1,14.37,1997-03-01
53263,17650,1998-01-03,1,15.99,1998-01-01
53264,17651,1997-03-04,2,15.76,1997-03-01
53265,17652,1997-03-04,2,11.77,1997-03-01
53266,17653,1997-03-04,2,39.48,1997-03-01
53267,17654,1997-03-04,1,15.9,1997-03-01
53268,17655,1997-03-04,1,8.77,1997-03-01
53269,17656,1997-03-04,1,23.99,1997-03-01
53270,17657,1997-03-04,2,19.54,1997-03-01
53271,17658,1997-03-04,1,29.99,1997-03-01
53272,17659,1997-03-05,2,35.36,1997-03-01
53273,17660,1997-03-04,2,23.48,1997-03-01
53274,17661,1997-03-04,1,12.78,1997-03-01
53275,17662,1997-03-04,14,159.98,1997-03-01
53276,17662,1997-03-11,3,51.11,1997-03-01
53277,17662,1997-04-07,4,57.46,1997-04-01
53278,17662,1998-01-12,1,12.99,1998-01-01
53279,17663,1997-03-04,1,12.97,1997-03-01
53280,17664,1997-03-04,7,72.36,1997-03-01
53281,17664,1997-04-20,1,22.77,1997-04-01
53282,17664,1997-05-03,1,7.78,1997-05-01
53283,17664,1997-08-19,2,24.35,1997-08-01
53284,17664,1997-09-02,1,14.99,1997-09-01
53285,17664,1997-10-11,1,12.99,1997-10-01
53286,17664,1997-12-04,1,12.99,1997-12-01
53287,17664,1998-02-28,2,19.98,1998-02-01
53288,17664,1998-03-23,1,11.99,1998-03-01
53289,17664,1998-06-03,1,14.49,1998-06-01
53290,17665,1997-03-04,1,18.99,1997-03-01
53291,17665,1997-04-06,2,29.93,1997-04-01
53292,17665,1997-04-12,1,14.96,1997-04-01
53293,17666,1997-03-04,1,11.77,1997-03-01
53294,17666,1997-03-19,1,11.77,1997-03-01
53295,17666,1997-12-11,1,14.49,1997-12-01
53296,17666,1998-04-03,2,21.48,1998-04-01
53297,17666,1998-06-01,1,12.58,1998-06-01
53298,17667,1997-03-04,1,17.99,1997-03-01
53299,17668,1997-03-04,3,39.94,1997-03-01
53300,17668,1997-03-22,2,24.98,1997-03-01
53301,17668,1997-03-26,1,12.49,1997-03-01
53302,17668,1997-05-03,1,11.77,1997-05-01
53303,17668,1997-09-21,3,29.47,1997-09-01
53304,17669,1997-03-04,2,28.93,1997-03-01
53305,17669,1997-05-22,1,15.36,1997-05-01
53306,17670,1997-03-04,1,16.7,1997-03-01
53307,17670,1997-06-11,1,12.25,1997-06-01
53308,17671,1997-03-04,1,4.98,1997-03-01
53309,17672,1997-03-04,4,91.96,1997-03-01
53310,17673,1997-03-04,1,15.96,1997-03-01
53311,17673,1997-04-09,2,29.92,1997-04-01
53312,17673,1997-07-18,2,30.92,1997-07-01
53313,17673,1997-11-18,2,25.98,1997-11-01
53314,17673,1998-01-06,3,41.47,1998-01-01
53315,17673,1998-01-06,1,15.49,1998-01-01
53316,17673,1998-01-30,2,23.76,1998-01-01
53317,17673,1998-03-17,1,11.88,1998-03-01
53318,17674,1997-03-04,1,11.77,1997-03-01
53319,17675,1997-03-04,1,11.77,1997-03-01
53320,17675,1997-11-17,3,65.97,1997-11-01
53321,17676,1997-03-04,4,63.08,1997-03-01
53322,17676,1997-03-06,1,11.77,1997-03-01
53323,17676,1997-07-29,5,65.68,1997-07-01
53324,17676,1997-09-28,4,52.96,1997-09-01
53325,17676,1997-12-15,3,54.47,1997-12-01
53326,17676,1998-05-10,2,68.48,1998-05-01
53327,17677,1997-03-04,3,37.51,1997-03-01
53328,17678,1997-03-06,7,95.97,1997-03-01
53329,17678,1997-07-31,9,122.49,1997-07-01
53330,17679,1997-03-04,1,14.96,1997-03-01
53331,17679,1997-11-24,1,15.49,1997-11-01
53332,17680,1997-03-04,1,17.3,1997-03-01
53333,17680,1997-03-05,1,14.96,1997-03-01
53334,17681,1997-03-04,1,48.37,1997-03-01
53335,17682,1997-03-04,1,15.76,1997-03-01
53336,17683,1997-03-04,5,78.27,1997-03-01
53337,17684,1997-03-04,1,17.36,1997-03-01
53338,17684,1997-04-20,1,27.77,1997-04-01
53339,17684,1997-12-26,1,14.99,1997-12-01
53340,17685,1997-03-04,1,12.97,1997-03-01
53341,17685,1997-03-12,1,14.37,1997-03-01
53342,17685,1997-08-17,2,30.32,1997-08-01
53343,17686,1997-03-04,2,43.54,1997-03-01
53344,17687,1997-03-04,1,13.97,1997-03-01
53345,17688,1997-03-04,1,21.77,1997-03-01
53346,17689,1997-03-04,1,25.78,1997-03-01
53347,17690,1997-03-05,1,9.98,1997-03-01
53348,17690,1997-03-24,1,6.78,1997-03-01
53349,17691,1997-03-04,1,4.79,1997-03-01
53350,17692,1997-03-04,3,64.95,1997-03-01
53351,17692,1997-04-18,3,53.73,1997-04-01
53352,17692,1997-10-24,4,59.46,1997-10-01
53353,17693,1997-03-04,5,32.9,1997-03-01
53354,17693,1997-03-08,1,16.7,1997-03-01
53355,17693,1997-07-31,2,22.75,1997-07-01
53356,17693,1998-06-28,1,10.99,1998-06-01
53357,17694,1997-03-11,1,12.99,1997-03-01
53358,17694,1997-09-10,1,14.49,1997-09-01
53359,17694,1997-10-27,1,12.99,1997-10-01
53360,17694,1998-06-04,1,39.99,1998-06-01
53361,17695,1997-03-04,1,15.9,1997-03-01
53362,17696,1997-03-04,1,27.77,1997-03-01
53363,17696,1997-04-08,1,10.77,1997-04-01
53364,17696,1997-08-11,1,32.45,1997-08-01
53365,17696,1997-09-18,3,41.47,1997-09-01
53366,17696,1997-11-25,1,39.99,1997-11-01
53367,17697,1997-03-04,1,12.49,1997-03-01
53368,17698,1997-03-04,1,14.96,1997-03-01
53369,17699,1997-03-04,1,11.77,1997-03-01
53370,17699,1998-02-18,1,14.49,1998-02-01
53371,17700,1997-03-04,1,15.96,1997-03-01
53372,17700,1997-06-13,1,20.97,1997-06-01
53373,17701,1997-03-04,2,48.78,1997-03-01
53374,17701,1998-03-04,2,27.98,1998-03-01
53375,17701,1998-04-06,1,35.49,1998-04-01
53376,17701,1998-06-29,3,42.47,1998-06-01
53377,17702,1997-03-04,1,15.36,1997-03-01
53378,17702,1997-09-07,1,15.76,1997-09-01
53379,17703,1997-03-04,1,16.3,1997-03-01
53380,17704,1997-03-04,1,13.99,1997-03-01
53381,17705,1997-03-04,2,34.36,1997-03-01
53382,17705,1997-06-20,2,28.93,1997-06-01
53383,17706,1997-03-04,2,43.96,1997-03-01
53384,17706,1997-03-11,2,27.94,1997-03-01
53385,17706,1997-03-15,2,20.74,1997-03-01
53386,17706,1997-04-19,3,33.13,1997-04-01
53387,17706,1997-06-07,2,28.13,1997-06-01
53388,17706,1997-07-04,2,28.14,1997-07-01
53389,17706,1997-10-08,3,42.47,1997-10-01
53390,17706,1998-06-27,3,88.97,1998-06-01
53391,17707,1997-03-04,2,22.74,1997-03-01
53392,17708,1997-03-04,1,22.3,1997-03-01
53393,17708,1997-11-07,8,101.42,1997-11-01
53394,17708,1998-02-11,2,24.98,1998-02-01
53395,17709,1997-03-11,8,122.12,1997-03-01
53396,17710,1997-03-04,4,62.04,1997-03-01
53397,17711,1997-03-04,1,15.7,1997-03-01
53398,17711,1997-12-30,1,19.49,1997-12-01
53399,17712,1997-03-15,2,14.55,1997-03-01
53400,17713,1997-03-04,1,15.36,1997-03-01
53401,17714,1997-03-04,2,29.27,1997-03-01
53402,17715,1997-03-04,4,58.85,1997-03-01
53403,17716,1997-03-04,1,14.96,1997-03-01
53404,17717,1997-03-04,1,15.96,1997-03-01
53405,17717,1997-07-28,1,15.36,1997-07-01
53406,17717,1998-01-19,2,30.98,1998-01-01
53407,17717,1998-02-20,1,32.49,1998-02-01
53408,17718,1997-03-04,1,14.49,1997-03-01
53409,17718,1997-03-13,1,12.49,1997-03-01
53410,17718,1997-04-09,1,5.96,1997-04-01
53411,17718,1997-04-26,1,19.99,1997-04-01
53412,17718,1997-05-20,3,31.51,1997-05-01
53413,17718,1997-06-26,5,58.85,1997-06-01
53414,17718,1997-07-26,3,31.31,1997-07-01
53415,17718,1997-08-23,3,24.31,1997-08-01
53416,17718,1997-09-02,3,32.51,1997-09-01
53417,17718,1997-11-11,3,39.97,1997-11-01
53418,17718,1997-11-23,1,12.99,1997-11-01
53419,17718,1997-11-29,1,12.99,1997-11-01
53420,17718,1997-12-06,2,12.48,1997-12-01
53421,17718,1997-12-14,1,9.49,1997-12-01
53422,17718,1998-01-04,2,28.98,1998-01-01
53423,17718,1998-01-09,1,14.49,1998-01-01
53424,17718,1998-02-01,1,11.49,1998-02-01
53425,17718,1998-03-14,2,18.98,1998-03-01
53426,17718,1998-03-15,3,29.47,1998-03-01
53427,17718,1998-03-17,1,34.49,1998-03-01
53428,17718,1998-03-21,4,31.96,1998-03-01
53429,17718,1998-04-06,2,18.98,1998-04-01
53430,17718,1998-05-11,2,17.87,1998-05-01
53431,17718,1998-05-22,3,28.97,1998-05-01
53432,17718,1998-05-27,1,12.49,1998-05-01
53433,17718,1998-05-27,1,12.58,1998-05-01
53434,17719,1997-03-04,1,13.97,1997-03-01
53435,17720,1997-03-04,1,14.37,1997-03-01
53436,17720,1997-11-11,3,43.47,1997-11-01
53437,17721,1997-03-04,1,11.78,1997-03-01
53438,17722,1997-03-05,2,22.96,1997-03-01
53439,17722,1997-05-14,1,10.77,1997-05-01
53440,17723,1997-03-04,1,14.96,1997-03-01
53441,17724,1997-03-11,4,49.87,1997-03-01
53442,17724,1997-03-28,3,35.71,1997-03-01
53443,17724,1997-04-08,2,22.54,1997-04-01
53444,17724,1997-04-08,1,13.97,1997-04-01
53445,17725,1997-03-05,2,22.13,1997-03-01
53446,17725,1997-03-14,5,69.65,1997-03-01
53447,17725,1997-05-17,2,23.54,1997-05-01
53448,17725,1997-05-17,1,11.77,1997-05-01
53449,17725,1997-06-22,1,11.77,1997-06-01
53450,17725,1997-07-03,1,22.77,1997-07-01
53451,17725,1997-07-08,2,26.14,1997-07-01
53452,17725,1998-02-05,2,31.48,1998-02-01
53453,17725,1998-04-07,4,55.28,1998-04-01
53454,17725,1998-05-30,2,25.98,1998-05-01
53455,17725,1998-06-10,2,26.98,1998-06-01
53456,17725,1998-06-13,3,44.47,1998-06-01
53457,17726,1997-03-23,2,25.54,1997-03-01
53458,17726,1997-04-10,3,34.71,1997-04-01
53459,17726,1997-04-10,1,9.98,1997-04-01
53460,17727,1997-03-08,1,17.3,1997-03-01
53461,17728,1997-03-04,2,55.98,1997-03-01
53462,17728,1997-03-14,2,29.98,1997-03-01
53463,17728,1997-05-11,2,46.63,1997-05-01
53464,17728,1998-03-31,1,2.99,1998-03-01
53465,17729,1997-03-04,1,9.97,1997-03-01
53466,17730,1997-03-04,1,11.77,1997-03-01
53467,17730,1998-01-13,2,18.98,1998-01-01
53468,17731,1997-03-04,1,11.77,1997-03-01
53469,17732,1997-03-04,2,26.14,1997-03-01
53470,17733,1997-03-04,3,44.96,1997-03-01
53471,17733,1997-08-21,5,74.95,1997-08-01
53472,17733,1997-08-23,4,38.72,1997-08-01
53473,17734,1997-03-04,3,54.12,1997-03-01
53474,17734,1997-04-17,1,12.49,1997-04-01
53475,17735,1997-03-04,1,6.79,1997-03-01
53476,17735,1997-04-24,2,24.56,1997-04-01
53477,17735,1997-11-02,1,13.99,1997-11-01
53478,17736,1997-03-04,2,31.76,1997-03-01
53479,17737,1997-03-05,1,15.36,1997-03-01
53480,17738,1997-03-04,1,11.77,1997-03-01
53481,17738,1997-12-14,2,25.48,1997-12-01
53482,17738,1998-05-22,1,12.99,1998-05-01
53483,17738,1998-06-25,2,29.48,1998-06-01
53484,17739,1997-03-04,1,14.37,1997-03-01
53485,17740,1997-03-04,3,42.69,1997-03-01
53486,17740,1998-05-11,1,16.78,1998-05-01
53487,17740,1998-05-15,3,60.47,1998-05-01
53488,17740,1998-06-26,1,12.99,1998-06-01
53489,17741,1997-03-04,2,23.54,1997-03-01
53490,17742,1997-03-04,2,24.98,1997-03-01
53491,17743,1997-03-04,1,20.99,1997-03-01
53492,17743,1997-03-05,1,18.99,1997-03-01
53493,17744,1997-03-04,1,11.77,1997-03-01
53494,17744,1997-04-24,1,15.36,1997-04-01
53495,17744,1997-05-20,1,11.77,1997-05-01
53496,17744,1997-08-25,1,12.77,1997-08-01
53497,17744,1997-08-25,1,14.96,1997-08-01
53498,17744,1997-12-12,1,14.49,1997-12-01
53499,17744,1998-03-03,2,49.48,1998-03-01
53500,17744,1998-03-14,1,13.99,1998-03-01
53501,17744,1998-04-07,1,11.49,1998-04-01
53502,17744,1998-04-13,1,12.58,1998-04-01
53503,17744,1998-05-07,1,12.99,1998-05-01
53504,17744,1998-06-01,1,10.48,1998-06-01
53505,17744,1998-06-13,1,15.99,1998-06-01
53506,17745,1997-03-04,3,38.31,1997-03-01
53507,17746,1997-03-04,2,33.98,1997-03-01
53508,17747,1997-03-04,1,11.77,1997-03-01
53509,17748,1997-03-04,1,15.76,1997-03-01
53510,17748,1997-03-25,3,32.31,1997-03-01
53511,17748,1998-01-13,1,11.49,1998-01-01
53512,17749,1997-03-10,2,20.76,1997-03-01
53513,17749,1997-06-06,2,28.93,1997-06-01
53514,17749,1997-07-01,2,28.76,1997-07-01
53515,17749,1997-07-21,2,31.32,1997-07-01
53516,17749,1998-06-18,1,15.49,1998-06-01
53517,17750,1997-03-04,1,13.97,1997-03-01
53518,17751,1997-03-04,2,24.56,1997-03-01
53519,17751,1997-03-13,2,21.54,1997-03-01
53520,17751,1997-04-08,3,51.09,1997-04-01
53521,17751,1997-04-30,2,25.74,1997-04-01
53522,17751,1997-06-12,2,44.88,1997-06-01
53523,17751,1997-07-11,2,25.54,1997-07-01
53524,17751,1997-08-28,2,25.94,1997-08-01
53525,17751,1997-10-09,2,25.98,1997-10-01
53526,17751,1997-11-12,3,30.97,1997-11-01
53527,17751,1997-12-10,2,26.98,1997-12-01
53528,17751,1998-01-12,3,42.47,1998-01-01
53529,17751,1998-04-06,2,22.48,1998-04-01
53530,17752,1997-03-04,2,19.28,1997-03-01
53531,17752,1997-03-10,4,24.13,1997-03-01
53532,17752,1997-04-29,2,27.33,1997-04-01
53533,17752,1997-05-15,2,27.33,1997-05-01
53534,17752,1997-05-27,1,12.25,1997-05-01
53535,17752,1997-08-14,2,28.93,1997-08-01
53536,17752,1997-08-31,2,20.0,1997-08-01
53537,17752,1997-09-26,1,9.99,1997-09-01
53538,17752,1997-10-16,2,31.98,1997-10-01
53539,17752,1997-11-29,1,19.99,1997-11-01
53540,17752,1998-03-19,3,40.86,1998-03-01
53541,17752,1998-05-16,3,29.86,1998-05-01
53542,17753,1997-03-04,6,85.95,1997-03-01
53543,17753,1997-03-29,1,12.97,1997-03-01
53544,17753,1998-01-18,2,36.98,1998-01-01
53545,17754,1997-03-04,1,22.97,1997-03-01
53546,17755,1997-03-04,1,10.77,1997-03-01
53547,17756,1997-03-04,1,15.97,1997-03-01
53548,17757,1997-03-04,1,12.77,1997-03-01
53549,17758,1997-03-04,10,114.52,1997-03-01
53550,17759,1997-03-04,1,12.49,1997-03-01
53551,17759,1997-04-28,2,26.86,1997-04-01
53552,17759,1997-05-21,1,13.97,1997-05-01
53553,17759,1997-09-28,4,42.96,1997-09-01
53554,17759,1997-11-25,2,22.48,1997-11-01
53555,17759,1997-12-09,2,27.48,1997-12-01
53556,17759,1998-01-28,4,50.46,1998-01-01
53557,17759,1998-02-04,1,12.49,1998-02-01
53558,17759,1998-03-06,3,32.47,1998-03-01
53559,17759,1998-03-28,1,11.87,1998-03-01
53560,17759,1998-04-03,1,7.62,1998-04-01
53561,17759,1998-04-29,1,12.99,1998-04-01
53562,17759,1998-05-26,1,12.58,1998-05-01
53563,17759,1998-06-09,2,24.98,1998-06-01
53564,17759,1998-06-13,2,25.98,1998-06-01
53565,17759,1998-06-28,2,24.98,1998-06-01
53566,17760,1997-03-04,2,25.73,1997-03-01
53567,17760,1997-04-04,8,105.93,1997-04-01
53568,17760,1997-05-07,2,24.54,1997-05-01
53569,17760,1997-06-15,3,30.31,1997-06-01
53570,17760,1997-06-20,2,27.73,1997-06-01
53571,17760,1997-07-02,3,43.75,1997-07-01
53572,17760,1998-06-22,2,24.86,1998-06-01
53573,17761,1997-03-04,1,17.7,1997-03-01
53574,17761,1997-04-23,1,17.7,1997-04-01
53575,17762,1997-03-04,4,61.88,1997-03-01
53576,17762,1997-03-17,5,65.85,1997-03-01
53577,17763,1997-03-04,2,42.35,1997-03-01
53578,17763,1997-04-28,1,14.96,1997-04-01
53579,17763,1997-07-07,1,14.96,1997-07-01
53580,17763,1997-10-27,2,31.98,1997-10-01
53581,17763,1997-12-19,1,32.49,1997-12-01
53582,17763,1998-01-02,1,14.49,1998-01-01
53583,17763,1998-01-02,1,12.49,1998-01-01
53584,17763,1998-01-03,1,14.49,1998-01-01
53585,17763,1998-01-19,1,15.49,1998-01-01
53586,17763,1998-02-27,3,34.94,1998-02-01
53587,17763,1998-03-06,1,103.99,1998-03-01
53588,17764,1997-03-04,2,24.73,1997-03-01
53589,17765,1997-03-04,2,23.54,1997-03-01
53590,17765,1997-09-05,2,20.74,1997-09-01
53591,17765,1997-09-16,1,19.99,1997-09-01
53592,17766,1997-03-04,1,12.49,1997-03-01
53593,17767,1997-03-04,1,14.96,1997-03-01
53594,17768,1997-03-04,1,14.96,1997-03-01
53595,17768,1998-02-24,1,11.49,1998-02-01
53596,17769,1997-03-04,1,16.36,1997-03-01
53597,17770,1997-03-04,1,20.99,1997-03-01
53598,17771,1997-03-07,7,103.19,1997-03-01
53599,17771,1997-08-13,11,143.67,1997-08-01
53600,17772,1997-03-04,1,0.0,1997-03-01
53601,17773,1997-03-04,1,17.36,1997-03-01
53602,17774,1997-03-04,1,13.97,1997-03-01
53603,17775,1997-03-04,1,11.77,1997-03-01
53604,17775,1997-03-26,2,27.28,1997-03-01
53605,17776,1997-03-04,2,25.74,1997-03-01
53606,17776,1998-04-30,1,15.27,1998-04-01
53607,17776,1998-06-03,1,11.88,1998-06-01
53608,17777,1997-03-04,3,41.72,1997-03-01
53609,17778,1997-03-04,1,17.9,1997-03-01
53610,17778,1997-10-16,1,17.9,1997-10-01
53611,17779,1997-03-04,7,62.91,1997-03-01
53612,17780,1997-03-08,1,58.97,1997-03-01
53613,17780,1997-04-09,1,44.97,1997-04-01
53614,17780,1997-05-07,1,30.97,1997-05-01
53615,17780,1997-12-17,1,26.49,1997-12-01
53616,17780,1998-03-10,1,12.99,1998-03-01
53617,17781,1997-03-04,5,70.65,1997-03-01
53618,17782,1997-03-04,1,15.96,1997-03-01
53619,17783,1997-03-04,1,11.77,1997-03-01
53620,17784,1997-03-04,1,11.77,1997-03-01
53621,17785,1997-03-04,2,25.14,1997-03-01
53622,17786,1997-03-04,1,24.99,1997-03-01
53623,17786,1998-03-02,1,11.99,1998-03-01
53624,17786,1998-03-13,1,0.0,1998-03-01
53625,17786,1998-04-03,2,26.3,1998-04-01
53626,17786,1998-04-20,2,26.87,1998-04-01
53627,17786,1998-06-17,2,23.37,1998-06-01
53628,17786,1998-06-30,2,27.98,1998-06-01
53629,17787,1997-03-04,2,30.32,1997-03-01
53630,17788,1997-03-04,5,99.84,1997-03-01
53631,17789,1997-03-04,1,14.96,1997-03-01
53632,17789,1997-03-07,1,14.96,1997-03-01
53633,17790,1997-03-04,1,25.78,1997-03-01
53634,17791,1997-03-04,1,15.7,1997-03-01
53635,17791,1998-02-07,1,29.49,1998-02-01
53636,17792,1997-03-04,1,17.7,1997-03-01
53637,17792,1997-05-15,1,12.25,1997-05-01
53638,17792,1997-08-27,1,32.45,1997-08-01
53639,17792,1997-10-09,2,24.98,1997-10-01
53640,17792,1997-10-14,1,12.49,1997-10-01
53641,17792,1998-03-30,2,28.48,1998-03-01
53642,17792,1998-06-09,2,27.48,1998-06-01
53643,17793,1997-03-23,3,43.09,1997-03-01
53644,17794,1997-03-04,1,15.99,1997-03-01
53645,17795,1997-03-04,2,26.73,1997-03-01
53646,17796,1997-03-04,1,29.99,1997-03-01
53647,17796,1997-04-01,13,166.81,1997-04-01
53648,17796,1997-04-10,2,28.34,1997-04-01
53649,17796,1997-04-22,7,97.77,1997-04-01
53650,17796,1997-06-21,8,103.75,1997-06-01
53651,17796,1997-07-08,14,186.36,1997-07-01
53652,17796,1997-07-29,14,198.96,1997-07-01
53653,17796,1997-08-21,4,52.86,1997-08-01
53654,17796,1997-08-26,1,13.97,1997-08-01
53655,17796,1997-08-29,1,15.36,1997-08-01
